Year,Month,Date,Model_ID,Dealer ID,Quantity Sold,Profit
2025,December,2025-12-01 23:00:00,147160,1288,4,9237
2025,December,2025-12-01 23:00:00,26151,1288,25,12541
2025,November,2025-11-01 23:00:00,87110,1222,13,19534
2025,November,2025-11-01 23:00:00,99110,1222,17,51908
2025,November,2025-11-01 23:00:00,132120,1222,19,15289
2025,November,2025-11-01 23:00:00,147160,1222,4,9201
2025,November,2025-11-01 23:00:00,26151,1222,27,13541
2025,November,2025-11-01 23:00:00,87110,1224,17,25516
2025,November,2025-11-01 23:00:00,99110,1224,22,67134
2025,November,2025-11-01 23:00:00,132120,1224,29,23253
2025,November,2025-11-01 23:00:00,147160,1224,6,13831
2025,November,2025-11-01 23:00:00,26151,1224,40,20082
2025,November,2025-11-01 23:00:00,87110,1215,17,25580
2025,November,2025-11-01 23:00:00,99110,1215,22,67195
2025,November,2025-11-01 23:00:00,132120,1215,26,20898
2025,November,2025-11-01 23:00:00,147160,1215,5,11594
2025,November,2025-11-01 23:00:00,26151,1215,37,18534
2025,November,2025-11-01 23:00:00,87110,1301,18,27009
2025,November,2025-11-01 23:00:00,99110,1301,23,70178
2025,November,2025-11-01 23:00:00,132120,1301,30,24083
2025,November,2025-11-01 23:00:00,147160,1301,6,13873
2025,November,2025-11-01 23:00:00,26151,1301,42,21097
2025,November,2025-11-01 23:00:00,87110,1336,15,22581
2025,November,2025-11-01 23:00:00,99110,1336,20,61015
2025,November,2025-11-01 23:00:00,132120,1336,24,19283
2025,November,2025-11-01 23:00:00,147160,1336,5,11533
2025,November,2025-11-01 23:00:00,26151,1336,35,17582
2025,November,2025-11-01 23:00:00,87110,1401,13,19538
2025,November,2025-11-01 23:00:00,99110,1401,19,58032
2025,November,2025-11-01 23:00:00,132120,1401,24,19279
2025,November,2025-11-01 23:00:00,147160,1401,5,11578
2025,November,2025-11-01 23:00:00,26151,1401,34,17051
2025,November,2025-11-01 23:00:00,87110,1402,12,18029
2025,November,2025-11-01 23:00:00,99110,1402,17,51939
2025,November,2025-11-01 23:00:00,132120,1402,22,17687
2025,November,2025-11-01 23:00:00,147160,1402,4,9213
2025,November,2025-11-01 23:00:00,26151,1402,29,14560
2025,November,2025-11-01 23:00:00,87110,1212,16,24048
2025,November,2025-11-01 23:00:00,99110,1212,20,61023
2025,November,2025-11-01 23:00:00,132120,1212,25,20042
2025,November,2025-11-01 23:00:00,147160,1212,5,11568
2025,November,2025-11-01 23:00:00,26151,1212,35,17554
2025,November,2025-11-01 23:00:00,87110,1217,16,24036
2025,November,2025-11-01 23:00:00,99110,1217,20,61057
2025,November,2025-11-01 23:00:00,132120,1217,25,20003
2025,November,2025-11-01 23:00:00,147160,1217,5,11502
2025,November,2025-11-01 23:00:00,26151,1217,37,18544
2025,November,2025-11-01 23:00:00,87110,1288,18,27037
2025,November,2025-11-01 23:00:00,99110,1288,24,73296
2025,November,2025-11-01 23:00:00,132120,1288,30,24083
2025,November,2025-11-01 23:00:00,147160,1288,6,13841
2025,November,2025-11-01 23:00:00,26151,1288,43,21564
2025,October,2025-10-01 23:00:00,87110,1222,11,16525
2025,October,2025-10-01 23:00:00,99110,1222,15,45787
2025,October,2025-10-01 23:00:00,132120,1222,19,15282
2025,October,2025-10-01 23:00:00,147160,1222,3,6926
2025,October,2025-10-01 23:00:00,26151,1222,26,13052
2025,October,2025-10-01 23:00:00,87110,1224,17,25536
2025,October,2025-10-01 23:00:00,99110,1224,20,61042
2025,October,2025-10-01 23:00:00,132120,1224,27,21653
2025,October,2025-10-01 23:00:00,147160,1224,6,13801
2025,October,2025-10-01 23:00:00,26151,1224,38,19061
2025,October,2025-10-01 23:00:00,87110,1215,16,24030
2025,October,2025-10-01 23:00:00,99110,1215,20,61008
2025,October,2025-10-01 23:00:00,132120,1215,25,20067
2025,October,2025-10-01 23:00:00,147160,1215,4,9257
2025,October,2025-10-01 23:00:00,26151,1215,35,17537
2025,October,2025-10-01 23:00:00,87110,1301,17,25597
2025,October,2025-10-01 23:00:00,99110,1301,21,64130
2025,October,2025-10-01 23:00:00,132120,1301,28,22498
2025,October,2025-10-01 23:00:00,147160,1301,6,13881
2025,October,2025-10-01 23:00:00,26151,1301,39,19578
2025,October,2025-10-01 23:00:00,87110,1336,14,21084
2025,October,2025-10-01 23:00:00,99110,1336,18,54964
2025,October,2025-10-01 23:00:00,132120,1336,22,17672
2025,October,2025-10-01 23:00:00,147160,1336,4,9207
2025,October,2025-10-01 23:00:00,26151,1336,31,15570
2025,October,2025-10-01 23:00:00,87110,1401,12,18069
2025,October,2025-10-01 23:00:00,99110,1401,18,54942
2025,October,2025-10-01 23:00:00,132120,1401,22,17626
2025,October,2025-10-01 23:00:00,147160,1401,4,9253
2025,October,2025-10-01 23:00:00,26151,1401,31,15565
2025,October,2025-10-01 23:00:00,87110,1402,11,16517
2025,October,2025-10-01 23:00:00,99110,1402,16,48837
2025,October,2025-10-01 23:00:00,132120,1402,19,15256
2025,October,2025-10-01 23:00:00,147160,1402,3,6930
2025,October,2025-10-01 23:00:00,26151,1402,26,13069
2025,October,2025-10-01 23:00:00,87110,1212,14,21025
2025,October,2025-10-01 23:00:00,99110,1212,18,54971
2025,October,2025-10-01 23:00:00,132120,1212,23,18487
2025,October,2025-10-01 23:00:00,147160,1212,4,9289
2025,October,2025-10-01 23:00:00,26151,1212,32,16009
2025,October,2025-10-01 23:00:00,87110,1217,14,21019
2025,October,2025-10-01 23:00:00,99110,1217,19,57974
2025,October,2025-10-01 23:00:00,132120,1217,25,20016
2025,October,2025-10-01 23:00:00,147160,1217,4,9294
2025,October,2025-10-01 23:00:00,26151,1217,34,17078
2025,October,2025-10-01 23:00:00,87110,1288,18,27085
2025,October,2025-10-01 23:00:00,99110,1288,23,70229
2025,October,2025-10-01 23:00:00,132120,1288,30,24074
2025,October,2025-10-01 23:00:00,147160,1288,6,13857
2025,October,2025-10-01 23:00:00,26151,1288,40,20001
2025,September,2025-09-01 23:00:00,87110,1222,11,16536
2025,September,2025-09-01 23:00:00,99110,1222,14,42756
2025,September,2025-09-01 23:00:00,132120,1222,19,15222
2025,September,2025-09-01 23:00:00,147160,1222,3,6991
2025,September,2025-09-01 23:00:00,26151,1222,24,12057
2025,September,2025-09-01 23:00:00,87110,1224,16,24036
2025,September,2025-09-01 23:00:00,99110,1224,21,64052
2025,September,2025-09-01 23:00:00,132120,1224,25,20077
2025,September,2025-09-01 23:00:00,147160,1224,6,13829
2025,September,2025-09-01 23:00:00,26151,1224,36,18049
2025,September,2025-09-01 23:00:00,87110,1215,14,21072
2025,September,2025-09-01 23:00:00,99110,1215,20,61022
2025,September,2025-09-01 23:00:00,132120,1215,23,18436
2025,September,2025-09-01 23:00:00,147160,1215,4,9283
2025,September,2025-09-01 23:00:00,26151,1215,34,17040
2025,September,2025-09-01 23:00:00,87110,1301,15,22532
2025,September,2025-09-01 23:00:00,99110,1301,22,67167
2025,September,2025-09-01 23:00:00,132120,1301,26,20840
2025,September,2025-09-01 23:00:00,147160,1301,6,13823
2025,September,2025-09-01 23:00:00,26151,1301,37,18561
2025,September,2025-09-01 23:00:00,87110,1336,13,19582
2025,September,2025-09-01 23:00:00,99110,1336,19,57977
2025,September,2025-09-01 23:00:00,132120,1336,23,18420
2025,September,2025-09-01 23:00:00,147160,1336,4,9209
2025,September,2025-09-01 23:00:00,26151,1336,32,16090
2025,September,2025-09-01 23:00:00,87110,1401,13,19582
2025,September,2025-09-01 23:00:00,99110,1401,18,54996
2025,September,2025-09-01 23:00:00,132120,1401,21,16893
2025,September,2025-09-01 23:00:00,147160,1401,4,9245
2025,September,2025-09-01 23:00:00,26151,1401,30,15045
2025,September,2025-09-01 23:00:00,87110,1402,12,18092
2025,September,2025-09-01 23:00:00,99110,1402,15,45776
2025,September,2025-09-01 23:00:00,132120,1402,19,15297
2025,September,2025-09-01 23:00:00,147160,1402,3,6910
2025,September,2025-09-01 23:00:00,26151,1402,26,13046
2025,September,2025-09-01 23:00:00,87110,1212,14,21021
2025,September,2025-09-01 23:00:00,99110,1212,18,54917
2025,September,2025-09-01 23:00:00,132120,1212,22,17686
2025,September,2025-09-01 23:00:00,147160,1212,4,9203
2025,September,2025-09-01 23:00:00,26151,1212,31,15532
2025,September,2025-09-01 23:00:00,87110,1217,13,19574
2025,September,2025-09-01 23:00:00,99110,1217,19,58044
2025,September,2025-09-01 23:00:00,132120,1217,23,18498
2025,September,2025-09-01 23:00:00,147160,1217,4,9227
2025,September,2025-09-01 23:00:00,26151,1217,33,16538
2025,September,2025-09-01 23:00:00,87110,1288,18,27036
2025,September,2025-09-01 23:00:00,99110,1288,22,67154
2025,September,2025-09-01 23:00:00,132120,1288,28,22407
2025,September,2025-09-01 23:00:00,147160,1288,6,13874
2025,September,2025-09-01 23:00:00,26151,1288,42,21033
2025,August,2025-08-01 23:00:00,87110,1222,8,12043
2025,August,2025-08-01 23:00:00,99110,1222,10,30501
2025,August,2025-08-01 23:00:00,132120,1222,13,10408
2025,August,2025-08-01 23:00:00,147160,1222,2,4647
2025,August,2025-08-01 23:00:00,26151,1222,18,9028
2025,August,2025-08-01 23:00:00,87110,1224,11,16532
2025,August,2025-08-01 23:00:00,99110,1224,14,42787
2025,August,2025-08-01 23:00:00,132120,1224,18,14446
2025,August,2025-08-01 23:00:00,147160,1224,4,9203
2025,August,2025-08-01 23:00:00,26151,1224,26,13068
2025,August,2025-08-01 23:00:00,87110,1215,10,15061
2025,August,2025-08-01 23:00:00,99110,1215,15,45841
2025,August,2025-08-01 23:00:00,132120,1215,18,14478
2025,August,2025-08-01 23:00:00,147160,1215,3,6981
2025,August,2025-08-01 23:00:00,26151,1215,24,12065
2025,August,2025-08-01 23:00:00,87110,1301,12,18033
2025,August,2025-08-01 23:00:00,99110,1301,15,45757
2025,August,2025-08-01 23:00:00,132120,1301,19,15270
2025,August,2025-08-01 23:00:00,147160,1301,4,9217
2025,August,2025-08-01 23:00:00,26151,1301,28,14048
2025,August,2025-08-01 23:00:00,87110,1336,10,15050
2025,August,2025-08-01 23:00:00,99110,1336,13,39698
2025,August,2025-08-01 23:00:00,132120,1336,17,13652
2025,August,2025-08-01 23:00:00,147160,1336,3,6938
2025,August,2025-08-01 23:00:00,26151,1336,22,11002
2025,August,2025-08-01 23:00:00,87110,1401,9,13591
2025,August,2025-08-01 23:00:00,99110,1401,13,39679
2025,August,2025-08-01 23:00:00,132120,1401,15,12021
2025,August,2025-08-01 23:00:00,147160,1401,3,6985
2025,August,2025-08-01 23:00:00,26151,1401,22,11066
2025,August,2025-08-01 23:00:00,87110,1402,8,12022
2025,August,2025-08-01 23:00:00,99110,1402,11,33557
2025,August,2025-08-01 23:00:00,132120,1402,14,11232
2025,August,2025-08-01 23:00:00,147160,1402,2,4620
2025,August,2025-08-01 23:00:00,26151,1402,18,9093
2025,August,2025-08-01 23:00:00,87110,1212,11,16572
2025,August,2025-08-01 23:00:00,99110,1212,13,39661
2025,August,2025-08-01 23:00:00,132120,1212,17,13666
2025,August,2025-08-01 23:00:00,147160,1212,3,6979
2025,August,2025-08-01 23:00:00,26151,1212,22,11059
2025,August,2025-08-01 23:00:00,87110,1217,10,15053
2025,August,2025-08-01 23:00:00,99110,1217,13,39709
2025,August,2025-08-01 23:00:00,132120,1217,18,14485
2025,August,2025-08-01 23:00:00,147160,1217,3,6946
2025,August,2025-08-01 23:00:00,26151,1217,24,12036
2025,August,2025-08-01 23:00:00,87110,1288,13,19521
2025,August,2025-08-01 23:00:00,99110,1288,17,51879
2025,August,2025-08-01 23:00:00,132120,1288,20,16092
2025,August,2025-08-01 23:00:00,147160,1288,4,9238
2025,August,2025-08-01 23:00:00,26151,1288,30,15083
2025,July,2025-07-01 23:00:00,87110,1222,13,19532
2025,July,2025-07-01 23:00:00,99110,1222,16,48886
2025,July,2025-07-01 23:00:00,132120,1222,19,15240
2025,July,2025-07-01 23:00:00,147160,1222,4,9240
2025,July,2025-07-01 23:00:00,26151,1222,27,13543
2025,July,2025-07-01 23:00:00,87110,1224,18,27004
2025,July,2025-07-01 23:00:00,99110,1224,22,67138
2025,July,2025-07-01 23:00:00,132120,1224,30,24062
2025,July,2025-07-01 23:00:00,147160,1224,6,13846
2025,July,2025-07-01 23:00:00,26151,1224,39,19531
2025,July,2025-07-01 23:00:00,87110,1215,17,25530
2025,July,2025-07-01 23:00:00,99110,1215,20,61087
2025,July,2025-07-01 23:00:00,132120,1215,25,20061
2025,July,2025-07-01 23:00:00,147160,1215,5,11511
2025,July,2025-07-01 23:00:00,26151,1215,36,18070
2025,July,2025-07-01 23:00:00,87110,1301,18,27073
2025,July,2025-07-01 23:00:00,99110,1301,23,70164
2025,July,2025-07-01 23:00:00,132120,1301,29,23249
2025,July,2025-07-01 23:00:00,147160,1301,6,13896
2025,July,2025-07-01 23:00:00,26151,1301,42,21053
2025,July,2025-07-01 23:00:00,87110,1336,15,22598
2025,July,2025-07-01 23:00:00,99110,1336,19,57970
2025,July,2025-07-01 23:00:00,132120,1336,25,20061
2025,July,2025-07-01 23:00:00,147160,1336,5,11557
2025,July,2025-07-01 23:00:00,26151,1336,36,18080
2025,July,2025-07-01 23:00:00,87110,1401,13,19524
2025,July,2025-07-01 23:00:00,99110,1401,18,54980
2025,July,2025-07-01 23:00:00,132120,1401,24,19222
2025,July,2025-07-01 23:00:00,147160,1401,5,11562
2025,July,2025-07-01 23:00:00,26151,1401,34,17062
2025,July,2025-07-01 23:00:00,87110,1402,12,18026
2025,July,2025-07-01 23:00:00,99110,1402,17,51924
2025,July,2025-07-01 23:00:00,132120,1402,21,16835
2025,July,2025-07-01 23:00:00,147160,1402,4,9282
2025,July,2025-07-01 23:00:00,26151,1402,29,14535
2025,July,2025-07-01 23:00:00,87110,1212,15,22528
2025,July,2025-07-01 23:00:00,99110,1212,20,61007
2025,July,2025-07-01 23:00:00,132120,1212,25,20075
2025,July,2025-07-01 23:00:00,147160,1212,5,11514
2025,July,2025-07-01 23:00:00,26151,1212,33,16577
2025,July,2025-07-01 23:00:00,87110,1217,14,21063
2025,July,2025-07-01 23:00:00,99110,1217,20,61095
2025,July,2025-07-01 23:00:00,132120,1217,26,20829
2025,July,2025-07-01 23:00:00,147160,1217,5,11578
2025,July,2025-07-01 23:00:00,26151,1217,35,17534
2025,July,2025-07-01 23:00:00,87110,1288,19,28517
2025,July,2025-07-01 23:00:00,99110,1288,25,76286
2025,July,2025-07-01 23:00:00,132120,1288,30,24077
2025,July,2025-07-01 23:00:00,147160,1288,6,13832
2025,July,2025-07-01 23:00:00,26151,1288,44,22060
2025,June,2025-06-01 23:00:00,87110,1222,11,20704
2025,June,2025-06-01 23:00:00,99110,1222,15,57196.5
2025,June,2025-06-01 23:00:00,132120,1222,18,18097
2025,June,2025-06-01 23:00:00,147160,1222,3,8648
2025,June,2025-06-01 23:00:00,26151,1222,25,15671
2025,June,2025-06-01 23:00:00,87110,1224,15,28205
2025,June,2025-06-01 23:00:00,99110,1224,20,76315
2025,June,2025-06-01 23:00:00,132120,1224,25,25081
2025,June,2025-06-01 23:00:00,147160,1224,6,17277
2025,June,2025-06-01 23:00:00,26151,1224,36,22594
2025,June,2025-06-01 23:00:00,87110,1215,14,26287
2025,June,2025-06-01 23:00:00,99110,1215,20,76339
2025,June,2025-06-01 23:00:00,132120,1215,25,25097
2025,June,2025-06-01 23:00:00,147160,1215,4,11520
2025,June,2025-06-01 23:00:00,26151,1215,34,21257
2025,June,2025-06-01 23:00:00,87110,1301,16,30039
2025,June,2025-06-01 23:00:00,99110,1301,21,80142.5
2025,June,2025-06-01 23:00:00,132120,1301,27,27048
2025,June,2025-06-01 23:00:00,147160,1301,6,17303
2025,June,2025-06-01 23:00:00,26151,1301,37,23196
2025,June,2025-06-01 23:00:00,87110,1336,13,24468
2025,June,2025-06-01 23:00:00,99110,1336,19,72521
2025,June,2025-06-01 23:00:00,132120,1336,22,22030
2025,June,2025-06-01 23:00:00,147160,1336,4,11505
2025,June,2025-06-01 23:00:00,26151,1336,32,20083
2025,June,2025-06-01 23:00:00,87110,1401,13,24423
2025,June,2025-06-01 23:00:00,99110,1401,18,68642
2025,June,2025-06-01 23:00:00,132120,1401,22,22096
2025,June,2025-06-01 23:00:00,147160,1401,4,11546
2025,June,2025-06-01 23:00:00,26151,1401,30,18821
2025,June,2025-06-01 23:00:00,87110,1402,11,20720
2025,June,2025-06-01 23:00:00,99110,1402,15,57260.5
2025,June,2025-06-01 23:00:00,132120,1402,20,20020
2025,June,2025-06-01 23:00:00,147160,1402,3,8677
2025,June,2025-06-01 23:00:00,26151,1402,25,15667
2025,June,2025-06-01 23:00:00,87110,1212,13,24395
2025,June,2025-06-01 23:00:00,99110,1212,18,68660
2025,June,2025-06-01 23:00:00,132120,1212,22,22029
2025,June,2025-06-01 23:00:00,147160,1212,4,11553
2025,June,2025-06-01 23:00:00,26151,1212,31,19398
2025,June,2025-06-01 23:00:00,87110,1217,13,24425
2025,June,2025-06-01 23:00:00,99110,1217,19,72442
2025,June,2025-06-01 23:00:00,132120,1217,25,25063
2025,June,2025-06-01 23:00:00,147160,1217,4,11546
2025,June,2025-06-01 23:00:00,26151,1217,34,21329
2025,June,2025-06-01 23:00:00,87110,1288,18,33825
2025,June,2025-06-01 23:00:00,99110,1288,22,83954
2025,June,2025-06-01 23:00:00,132120,1288,30,30044
2025,June,2025-06-01 23:00:00,147160,1288,6,17342
2025,June,2025-06-01 23:00:00,26151,1288,41,25643
2025,May,2025-05-01 23:00:00,87110,1222,14,21070
2025,May,2025-05-01 23:00:00,99110,1222,18,54927
2025,May,2025-05-01 23:00:00,132120,1222,22,17606
2025,May,2025-05-01 23:00:00,147160,1222,4,9227
2025,May,2025-05-01 23:00:00,26151,1222,29,14596
2025,May,2025-05-01 23:00:00,87110,1224,19,28588
2025,May,2025-05-01 23:00:00,99110,1224,23,70220
2025,May,2025-05-01 23:00:00,132120,1224,32,25634
2025,May,2025-05-01 23:00:00,147160,1224,7,16136
2025,May,2025-05-01 23:00:00,26151,1224,43,21519
2025,May,2025-05-01 23:00:00,87110,1215,18,27068
2025,May,2025-05-01 23:00:00,99110,1215,23,70239
2025,May,2025-05-01 23:00:00,132120,1215,27,21624
2025,May,2025-05-01 23:00:00,147160,1215,5,11511
2025,May,2025-05-01 23:00:00,26151,1215,40,20097
2025,May,2025-05-01 23:00:00,87110,1301,18,27015
2025,May,2025-05-01 23:00:00,99110,1301,26,79322
2025,May,2025-05-01 23:00:00,132120,1301,32,25655
2025,May,2025-05-01 23:00:00,147160,1301,7,16113
2025,May,2025-05-01 23:00:00,26151,1301,46,23090
2025,May,2025-05-01 23:00:00,87110,1336,16,24095
2025,May,2025-05-01 23:00:00,99110,1336,22,67152
2025,May,2025-05-01 23:00:00,132120,1336,28,22416
2025,May,2025-05-01 23:00:00,147160,1336,5,11584
2025,May,2025-05-01 23:00:00,26151,1336,38,19012
2025,May,2025-05-01 23:00:00,87110,1401,15,22506
2025,May,2025-05-01 23:00:00,99110,1401,21,64088
2025,May,2025-05-01 23:00:00,132120,1401,27,21663
2025,May,2025-05-01 23:00:00,147160,1401,5,11584
2025,May,2025-05-01 23:00:00,26151,1401,36,18021
2025,May,2025-05-01 23:00:00,87110,1402,13,19560
2025,May,2025-05-01 23:00:00,99110,1402,18,54949
2025,May,2025-05-01 23:00:00,132120,1402,22,17687
2025,May,2025-05-01 23:00:00,147160,1402,4,9238
2025,May,2025-05-01 23:00:00,26151,1402,30,15035
2025,May,2025-05-01 23:00:00,87110,1212,17,25532
2025,May,2025-05-01 23:00:00,99110,1212,21,64055
2025,May,2025-05-01 23:00:00,132120,1212,27,21611
2025,May,2025-05-01 23:00:00,147160,1212,5,11508
2025,May,2025-05-01 23:00:00,26151,1212,36,18063
2025,May,2025-05-01 23:00:00,87110,1217,16,24096
2025,May,2025-05-01 23:00:00,99110,1217,22,67117
2025,May,2025-05-01 23:00:00,132120,1217,28,22451
2025,May,2025-05-01 23:00:00,147160,1217,5,11586
2025,May,2025-05-01 23:00:00,26151,1217,40,20095
2025,May,2025-05-01 23:00:00,87110,1288,21,31542
2025,May,2025-05-01 23:00:00,99110,1288,27,82352
2025,May,2025-05-01 23:00:00,132120,1288,35,28064
2025,May,2025-05-01 23:00:00,147160,1288,7,16121
2025,May,2025-05-01 23:00:00,26151,1288,48,24031
2025,April,2025-04-01 23:00:00,87110,1222,12,18024
2025,April,2025-04-01 23:00:00,99110,1222,17,51888
2025,April,2025-04-01 23:00:00,132120,1222,20,16012
2025,April,2025-04-01 23:00:00,147160,1222,4,9250
2025,April,2025-04-01 23:00:00,26151,1222,27,13539
2025,April,2025-04-01 23:00:00,87110,1224,17,25564
2025,April,2025-04-01 23:00:00,99110,1224,22,67107
2025,April,2025-04-01 23:00:00,132120,1224,29,23275
2025,April,2025-04-01 23:00:00,147160,1224,6,13820
2025,April,2025-04-01 23:00:00,26151,1224,41,20566
2025,April,2025-04-01 23:00:00,87110,1215,17,25514
2025,April,2025-04-01 23:00:00,99110,1215,22,67112
2025,April,2025-04-01 23:00:00,132120,1215,26,20807
2025,April,2025-04-01 23:00:00,147160,1215,5,11515
2025,April,2025-04-01 23:00:00,26151,1215,36,18091
2025,April,2025-04-01 23:00:00,87110,1301,18,27049
2025,April,2025-04-01 23:00:00,99110,1301,24,73278
2025,April,2025-04-01 23:00:00,132120,1301,29,23287
2025,April,2025-04-01 23:00:00,147160,1301,6,13857
2025,April,2025-04-01 23:00:00,26151,1301,43,21594
2025,April,2025-04-01 23:00:00,87110,1336,16,24081
2025,April,2025-04-01 23:00:00,99110,1336,20,61099
2025,April,2025-04-01 23:00:00,132120,1336,25,20049
2025,April,2025-04-01 23:00:00,147160,1336,5,11569
2025,April,2025-04-01 23:00:00,26151,1336,35,17556
2025,April,2025-04-01 23:00:00,87110,1401,13,19516
2025,April,2025-04-01 23:00:00,99110,1401,19,58048
2025,April,2025-04-01 23:00:00,132120,1401,24,19292
2025,April,2025-04-01 23:00:00,147160,1401,5,11557
2025,April,2025-04-01 23:00:00,26151,1401,34,17003
2025,April,2025-04-01 23:00:00,87110,1402,12,18087
2025,April,2025-04-01 23:00:00,99110,1402,16,48863
2025,April,2025-04-01 23:00:00,132120,1402,22,17659
2025,April,2025-04-01 23:00:00,147160,1402,4,9207
2025,April,2025-04-01 23:00:00,26151,1402,29,14562
2025,April,2025-04-01 23:00:00,87110,1212,16,24023
2025,April,2025-04-01 23:00:00,99110,1212,20,61034
2025,April,2025-04-01 23:00:00,132120,1212,25,20039
2025,April,2025-04-01 23:00:00,147160,1212,5,11544
2025,April,2025-04-01 23:00:00,26151,1212,35,17584
2025,April,2025-04-01 23:00:00,87110,1217,15,22510
2025,April,2025-04-01 23:00:00,99110,1217,20,61066
2025,April,2025-04-01 23:00:00,132120,1217,25,20040
2025,April,2025-04-01 23:00:00,147160,1217,5,11530
2025,April,2025-04-01 23:00:00,26151,1217,36,18050
2025,April,2025-04-01 23:00:00,87110,1288,18,27099
2025,April,2025-04-01 23:00:00,99110,1288,25,76284
2025,April,2025-04-01 23:00:00,132120,1288,31,24816
2025,April,2025-04-01 23:00:00,147160,1288,6,13808
2025,April,2025-04-01 23:00:00,26151,1288,42,21020
2025,March,2025-03-01 23:00:00,87110,1222,13,19501
2025,March,2025-03-01 23:00:00,99110,1222,15,45814
2025,March,2025-03-01 23:00:00,132120,1222,19,15212
2025,March,2025-03-01 23:00:00,147160,1222,3,6928
2025,March,2025-03-01 23:00:00,26151,1222,26,13009
2025,March,2025-03-01 23:00:00,87110,1224,16,24085
2025,March,2025-03-01 23:00:00,99110,1224,22,67142
2025,March,2025-03-01 23:00:00,132120,1224,26,20888
2025,March,2025-03-01 23:00:00,147160,1224,6,13894
2025,March,2025-03-01 23:00:00,26151,1224,39,19589
2025,March,2025-03-01 23:00:00,87110,1215,16,24094
2025,March,2025-03-01 23:00:00,99110,1215,21,64115
2025,March,2025-03-01 23:00:00,132120,1215,25,20086
2025,March,2025-03-01 23:00:00,147160,1215,5,11521
2025,March,2025-03-01 23:00:00,26151,1215,37,18572
2025,March,2025-03-01 23:00:00,87110,1301,17,25510
2025,March,2025-03-01 23:00:00,99110,1301,23,70227
2025,March,2025-03-01 23:00:00,132120,1301,29,23245
2025,March,2025-03-01 23:00:00,147160,1301,6,13893
2025,March,2025-03-01 23:00:00,26151,1301,41,20524
2025,March,2025-03-01 23:00:00,87110,1336,14,21094
2025,March,2025-03-01 23:00:00,99110,1336,18,54916
2025,March,2025-03-01 23:00:00,132120,1336,23,18418
2025,March,2025-03-01 23:00:00,147160,1336,5,11578
2025,March,2025-03-01 23:00:00,26151,1336,34,17015
2025,March,2025-03-01 23:00:00,87110,1401,14,21063
2025,March,2025-03-01 23:00:00,99110,1401,18,54923
2025,March,2025-03-01 23:00:00,132120,1401,23,18460
2025,March,2025-03-01 23:00:00,147160,1401,5,11532
2025,March,2025-03-01 23:00:00,26151,1401,32,16085
